#,单词,音标,解释,笔记
1217,please,英:/pliːz/ 美:/pliz/,vt. 使高兴，使满意；使喜欢 vi. 令人高兴；讨人喜欢,
1218,pleasure,英:/'pleʒə/ 美:/ˈplɛʒər/,n. 快乐；娱乐；希望；令人高兴的事 vt. 使满意；使高兴,
1219,plenty,英:/'plentɪ/ 美:/'plɛnti/,n. 丰富，大量；充足 adj. 足够的，很多的,
1220,pocket,英:/ˈpɒkɪt/ 美:/ˈpɑːkɪt/,n. 口袋；钱；容器 vt. 隐藏；忍受；将…放入衣袋,
1221,poem,英:/ˈpəʊɪm/ 美:/ˈpoʊəm/,n. 诗,
1222,poet,英:/ˈpəʊɪt/ 美:/ˈpoʊət/,n. 诗人,
1223,poetry,英:/ˈpəʊətri/ 美:/ˈpoʊətri/,n. 诗；诗意；诗集；诗作；诗的意境；诗一般美的事物,
1224,point,英:/pɒɪnt/ 美:/pɔɪnt/,n. 要点；尖端；得分；标点 vt. 指向；弄尖；加标点于,
1225,pointed,英:/'pɒɪntɪd/ 美:/'pɔɪntɪd/,adj. 尖的；锐利的；突出的；率直的 v. 指出；瞄准（point的过去式）,
1226,poison,英:/ˈpɔɪzn/ 美:/ˈpɔɪzn/,vt. 使中毒，放毒于；败坏；污染；阻碍 vi. 放毒，下毒,
1227,poisonous,英:/ˈpɔɪzənəs/ 美:/ˈpɔɪzənəs/,adj. 有毒的；恶意的,
1228,pole,英:/pəʊl/ 美:/poʊl/,n. 柱子；杆子；棍；杖；（行星的）极；地极；【物理】磁极；电极；（特质、意见或信仰）截然相反的两极之一；极端；波兰人（Pole） v. 用篙撑船；摆船,
1229,police,英:/pəˈliːs/ 美:/pəˈliːs/,n. 警察，警方；治安 vt. 维持治安；监督；管辖；为…配备警察,
1230,polish,英:/ˈpɒlɪʃ/ 美:/ˈpɑːlɪʃ/,n. 磨光，擦亮；上光剂，擦亮剂；优雅，精良 vi. 擦亮，变光滑,
1231,political,英:/pəˈlɪtɪkl/ 美:/pəˈlɪtɪkl/,adj.政治的；政治上的；>政党的，党派的；对政治有兴趣的，政治上活跃的,
1232,politician,英:/ˌpɒləˈtɪʃn/ 美:/ˌpɑːləˈtɪʃn/,"n. 政治家 政客, 玩弄权术者",
1233,politics,英:/ˈpɒlətɪks/ 美:/ˈpɑːlətɪks/,n. 政治，政治学；政治活动；政纲,
1234,pool,英:/puːl/ 美:/puːl/,n. 水塘；游泳池 n. 共同储金；联营；美式撞球 v. 共用；汇集,
1235,poor,英:/pɔː(r)/ 美:/pʊr/,adj. 可怜的；贫穷的；贫乏的；卑鄙的,
1236,popular,英:/ˈpɒpjələ(r)/ 美:/ˈpɑːpjələr/,adj. 流行的，通俗的；受欢迎的；大众的；普及的,
1237,population,英:/ˌpɒpjuˈleɪʃn/ 美:/ˌpɑːpjuˈleɪʃn/,n. 人口；(全体)居民；群体,
1238,port,英:/pɔːt/ 美:/pɔːrt/,n. 港口，口岸；左舷；舱门；（计算机的）端口 vi. 转向左舷,
1239,position,英:/pəˈzɪʃn/ 美:/pəˈzɪʃn/,n. 位置，方位；职位，工作；姿态；站位 vt. 安置；把……放在适当位置,
1240,positive,英:/ˈpɒzətɪv/ 美:/ˈpɑːzətɪv/,adj. 确定的，肯定的；积极的；正的，阳性的；绝对的；实际的，真实的 n. 正片；正数,
1241,possess,英:/pəˈzes/ 美:/pəˈzes/,vt. 持有；控制；迷住；使掌握,
1242,possession,英:/pəˈzeʃn/ 美:/pəˈzeʃn/,"n. 占有, 持有, 拥有 个人财产, 私人财物 领地, 属地, 殖民地",
1243,possibility,英:/ˌpɒsəˈbɪləti/ 美:/ˌpɑːsəˈbɪləti/,n. 可能；可能性；可能的事情；潜在的价值,
1244,possible,英:/ˈpɒsəbl/ 美:/ˈpɑːsəbl/,adj. 可能的；合理的；合适的 n. 可能性；可能的事物；合适的人,
1245,possibly,英:/ˈpɒsəbli/ 美:/ˈpɑːsəbli/,adv. 可能地；大概；也许,
1246,post,英:/pəʊst/ 美:/poʊst/,n. 职位；邮件；标竿 v. 邮递；通知；布置；派遣；急行 adv. 快速地,
1247,pot,英:/pɒt/ 美:/pɑːt/,n. 罐；壶；盆 vt. 把…装罐；射击；节略,
1248,potato,英:/pə'teɪtəʊ/ 美:/pə'teto/,n. 土豆，马铃薯,
1249,pound,英:/paʊnd/ 美:/paʊnd/,n. 英镑；兽栏；重击，重击声；拘留所 vt. 捣烂；敲打；监禁，拘留,
1250,pour,英:/pɔː(r)/ 美:/pɔːr/,n. 倾泻；流出；骤雨 vt. 倒；灌，注；倾吐；倾泻,
1251,powder,英:/ˈpaʊdə(r)/ 美:/ˈpaʊdər/,n. 粉末；粉；火药；尘土 vt. 使成粉末；搽粉于；撒粉,
1252,powerful,英:/ˈpaʊəfl/ 美:/ˈpaʊərfl/,adj. 强大的；强有力的 adv. 很；非常,
1253,practical,英:/ˈpræktɪkl/ 美:/ˈpræktɪkl/,adj. 明智的；实际的；实用的；事实上的 n. 实践考试,
1254,practice,英:/ˈpræktɪs/ 美:/ˈpræktɪs/,n. 练习；实践；惯例 vi. 练习；实习；实行,
1255,praise,英:/preɪz/ 美:/preɪz/,n. 赞扬；称赞；赞美；（对上帝的）颂扬，赞颂 v. 表扬；赞扬；称赞；颂扬，赞颂（上帝）,
1256,pray,英:/preɪ/ 美:/preɪ/,vt. 祈祷；恳求；央求 vi. 祈祷；恳求；请,
1257,prayer,英:/preə(r)/ 美:/prer/,n. 恳求；祈祷，祷告；祈祷文,
1258,prefer,英:/prɪˈfɜː(r)/ 美:/prɪˈfɜːr/,vt. 宁愿；更喜欢；提出；提升 vi. 愿意；喜欢,
1259,preparation,英:/ˌprepəˈreɪʃn/ 美:/ˌprepəˈreɪʃn/,n. 准备；预备；配制,
1260,prepare,英:/prɪˈpeə(r)/ 美:/prɪˈper/,vt. 准备；使适合；装备；起草 vi. 预备；做好思想准备,
1261,present,英:/ˈpreznt/ 美:/ˈpreznt/,vt. 呈现；介绍；提出；赠送 vi. 举枪瞄准,
1262,preserve,英:/prɪˈzɜːv/ 美:/prɪˈzɜːrv/,vt. 保存；保护；维持；禁猎；腌 n. 禁猎地；保护区；加工成的食品,
1263,president,英:/ˈprezɪdənt/ 美:/ˈprezɪdənt/,n. (国家)总统；(公司)总裁；校长；总经理；社长,
1264,pressure,英:/ˈpreʃə(r)/ 美:/ˈpreʃər/,n. 压力；压迫，压强 vt. 迫使；密封；使……增压,
1265,pretend,英:/prɪˈtend/ 美:/prɪˈtend/,vt. 假装；伪称；假扮 vi. 假装；伪称,
1266,pretty,英:/'prɪtɪ/ 美:/'prɪti/,adj. 漂亮的；可爱的；优美的 adv. 相当地；颇,
1267,prevent,英:/prɪˈvent/ 美:/prɪˈvent/,vt. 预防，防止；阻止 vi. 妨碍，阻止,
1268,previous,英:/ˈpriːviəs/ 美:/ˈpriːviəs/,adj. 以前的；早先的；过早的 adv. 在…以前；在先,
1269,price,英:/praɪs/ 美:/praɪs/,n. 价格；代价；价值 vt. 给……定价；问……的价格,
1270,priest,英:/priːst/ 美:/priːst/,n. 牧师；神父；教士 vt. 使成为神职人员；任命…为祭司,
1271,prince,英:/prɪns/ 美:/prɪns/,n. 王子，国君；亲王；贵族,
1272,principle,英:/ˈprɪnsəpl/ 美:/ˈprɪnsəpl/,n. 原理；原则；主义；信念,
1273,prison,英:/ˈprɪzn/ 美:/ˈprɪzn/,n. 监狱；拘留所；监禁 vt. 监禁，关押,
1274,prisoner,英:/ˈprɪznə(r)/ 美:/ˈprɪznər/,n. 囚犯，犯人；刑事被告；俘虏,
1275,private,英:/ˈpraɪvət/ 美:/ˈpraɪvət/,adj. 私人的；私有的；私下的 n. 列兵；二等兵,
1276,prize,英:/praɪz/ 美:/praɪz/,n. 奖品；奖赏；战利品 vt. 珍视；估价；捕获,
1277,probably,英:/ˈprɔbəbli/ 美:/'prɑbəbli/,adv. 大概；或许；很可能,
1278,process,英:/ˈprəʊses/ 美:/ˈprɑːses/,vt. 处理；加工 n. 过程，进行；方法，步骤；作用；程序；推移,
1279,produce,英:/prəˈdjuːs/ 美:/prəˈduːs/,vt. 生产；引起；创作 n. 农产品，产品,
1280,product,英:/ˈprɒdʌkt/ 美:/ˈprɑːdʌkt/,n. 产品；结果；作品；乘积,
1281,production,英:/prəˈdʌkʃn/ 美:/prəˈdʌkʃn/,n. 生产，制作；产量；制作，制片；上演，上映；（录音）制作，监制；出示，提供,
1282,profit,英:/ˈprɒfɪt/ 美:/ˈprɑːfɪt/,n. 利润；利益 vi. 有益；获利,
1283,program,英:/ˈprəuɡræm/ 美:/'proɡræm/,n. 程序；计划；大纲 vt. 用程序指令；为…制订计划；为…安排节目,
1284,progress,英:/'prəʊgres/ 美:/'prɑɡrɛs/,n. 进步，发展；前进 vi. 进行；前进，进步,
1285,project,英:/ˈprɒdʒekt/ 美:/ˈprɑːdʒekt/,vi. 设计；表达；计划；投射 vt. 设计；放映；计划；发射,
1286,pronounce,英:/prəˈnaʊns/ 美:/prəˈnaʊns/,"vt. & vi. 发音, 读 vt. 宣布; 宣称 vi. 宣判",
1287,pronunciation,"英:/prə,nʌnsɪ'eɪʃ(ə)n/ 美:/prə'nʌnsɪ'eʃən/",n. 发音；读音,
1288,proof,英:/pruːf/ 美:/pruːf/,n. 证明；证据；校样；考验；验证；试验  adj. 防…的；不能透入的；证明用的；耐…的  vt. 试验；校对；使不被穿透,
1289,proper,英:/ˈprɔpə(r)/ 美:/ˈprɑpɚ/,adj. 适当的；特有的；本身的；正派的 adv. [方言]完全地,
1290,property,英:/ˈprɒpəti/ 美:/ˈprɑːpərti/,n. 财产；性质，性能；所有权,
1291,protect,英:/prə'tekt/ 美:/prə'tɛkt/,vt. 保护，防卫；警戒,
1292,protection,英:/prəˈtekʃn/ 美:/prəˈtekʃn/,"n. 保护, 保卫 贸易保护措施 防护物 (向歹徒缴纳的)保护费",
1293,protective,英:/prəˈtektɪv/ 美:/prəˈtektɪv/,"adj. 保护的, 防护的 显示保护意愿的",
1294,protest,英:/ˈprəʊtest/ 美:/ˈproʊtest/,vi. 抗议；断言 vt. 抗议；断言,
1295,proud,英:/praʊd/ 美:/praʊd/,adj. 自豪的；自负的；得意的,
1296,prove,英:/pruːv/ 美:/pruːv/,vt. 证明；检验；显示 vi. 证明是,
1297,provide,英:/prə'vaɪd/ 美:/prə'vaɪd/,vt. 规定；提供；准备；装备 vi. 抚养；规定；作准备,
1298,public,英:/ˈpʌblɪk/ 美:/ˈpʌblɪk/,adj. 公用的；公众的；公立的；政府的 n. 公众；社会；公共场所,
1299,pump,英:/pʌmp/ 美:/pʌmp/,vt. 用抽水机抽…；打气 n. 泵，抽水机；打气筒,
1300,punish,英:/ˈpʌnɪʃ/ 美:/ˈpʌnɪʃ/,vt. 严厉对待；惩罚；[口]贪婪地吃喝 vi. 惩罚,
1301,punishment,英:/ˈpʌnɪʃmənt/ 美:/ˈpʌnɪʃmənt/,"n. 处罚, 受罚",
1302,pure,英:/pjʊə(r)/ 美:/pjʊr/,adj. 纯的；纯洁的；清白的；纯粹的；纯理论的,
1303,purple,英:/'pɜːp(ə)l/ 美:/'pɝpl/,adj. 紫色的；帝王的；华而不实的 n. 紫色；紫袍,
1304,purpose,英:/ˈpɜːpəs/ 美:/ˈpɜːrpəs/,n. 目的；用途；意志 vt. 打算；企图；决心,
1305,push,英:/pʊʃ/ 美:/pʊʃ/,vt. 推动；推行；逼迫；增加 vi. 推；推进；增加；努力争取；伸展,
1306,put,英:/pʊt/ 美:/pʊt/,vt. 放；表达；移动；安置；赋予 vi. 航行；出发；发芽；击,
1307,quality,英:/ˈkwɒləti/ 美:/ˈkwɑːləti/,n. 质量，品质；特性；才能,
1308,quantity,英:/ˈkwɒntəti/ 美:/ˈkwɑːntəti/,n. 量，数量；总量；大量,
1309,quarter,英:/ˈkwɔːtə(r)/ 美:/ˈkwɔːrtər/,n. 四分之一；地区；季度；一刻钟；两角五分；[篮球]节 vi. 住宿；驻扎,
1310,queen,英:/kwiːn/ 美:/kwiːn/,n. 女王，王后；（纸牌中的）皇后；（蜜蜂等的）蜂王 vt. 使…成为女王或王后,
1311,question,英:/'kwestʃ(ə)n/ 美:/'kwɛstʃən/,n. 问题，疑问；询问；疑问句 vt. 怀疑；询问；审问,
1312,quick,英:/kwik/ 美:/kwɪk/,adj. 迅速的，快的；短暂的；敏捷的；即刻的；性情急躁的 n. （指甲下的）活肉（the quick） int. 快，快点 adv.  以很快的速度；迅速发生地，很快发生地,
1313,quiet,英:/'kwaɪət/ 美:/'kwaɪət/,adj. 安静的；安定的；温顺的；不动的 n. 安静；和平,
1314,quite,英:/kwaɪt/ 美:/kwaɪt/,adv. 很；相当；完全,
1315,rabbit,英:/'ræbɪt/ 美:/'ræbɪt/,n. 兔子，野兔 vt. 让…见鬼去吧,
1316,race,英:/reɪs/ 美:/reɪs/,n. 种族，人种；家庭，门弟；属，种 vt. 和…竞赛；使急走，使全速行进；使参加比赛,
1317,radio,英:/'reɪdɪəʊ/ 美:/'redɪo/,n. 收音机；无线电广播设备 vi. 用无线电进行通信,
1318,railway,英:/'reɪlweɪ/ 美:/'reɪlweɪ/,n. （英）铁路；铁道部门；轨道 vi. 乘火车旅行,
1319,rain,英:/reɪn/ 美:/ren/,n. 雨；雨天；雨季；下雨 vi. 下雨；降雨,
1320,raise,英:/reɪz/ 美:/reɪz/,v. 提高；筹集；养育；升起 n. 加薪,
1321,range,英:/reɪndʒ/ 美:/reɪndʒ/,n. 范围；山脉；排；幅度 vi. 平行，列为一行；延伸；漫游；射程达到,
1322,rank,英:/ræŋk/ 美:/ræŋk/,n. 等级；队列；排；军衔 adj. 讨厌的；恶臭的；繁茂的,
1323,rare,英:/reə(r)/ 美:/rer/,adj. 半熟的；稀有的；稀薄的 adv. [口]非常；极其,
1324,rat,英:/ræt/ 美:/ræt/,n. 鼠；卑鄙小人，叛徒 vi. 捕鼠；背叛，告密,
1325,rate,英:/reɪt/ 美:/reɪt/,n. 比率，率；速度；等级；价格 vt. 估价；认为；责骂,
1326,rather,英:/ˈrɑːðə(r)/ 美:/ˈræðər/,adv. 宁可，宁愿；相当 int. 当然啦（回答问题时用）,
1327,react,英:/riˈækt/ 美:/riˈækt/,vi. 反应；影响；反抗；起反作用 vt. 使发生相互作用；使起化学反应,
1328,reaction,英:/riˈækʃn/ 美:/riˈækʃn/,n. 反应，感应；反作用；反动，复古,
1329,read,英:/riːd/ 美:/rid/,vt. 阅读；读懂，理解 vi. 读；读起来,
1330,ready,英:/ˈredi/ 美:/ˈredi/,adj. 准备好；情愿的；现成的；迅速的；快要…的 n. 现款；预备好的状态,
1331,real,英:/riːl/ 美:/'riəl/,adj. 真实的；实在的；实际的 adv. 确实地；真正地,
1332,realize,英:/ˈriəlaiz/ 美:/'riəlaɪz/,vt. 实现；了解；将某物卖得；认识到,
1333,really,英:/'rɪəlɪ/ 美:/'rili/,adv. 实际上，事实上；真正地，真实地；真的吗？（表语气）,
1334,reasonable,英:/ˈriːznəbl/ 美:/ˈriːznəbl/,adj. 合理的；通情达理的；公平适度的,
1335,receive,英:/rɪ'siːv/ 美:/rɪ'siv/,vt. 收到；接待；接纳 vi. 接收,
1336,recent,英:/ˈriːsnt/ 美:/ˈriːsnt/,adj. 最近的；近代的,
1337,recently,/'risntli/,adv. 最近；新近,
1338,recognize,英:/ˈrekəɡnaɪz/ 美:/ˈrekəɡnaɪz/,vt. 承认；认出；意识到；表示感激；识别,
1339,record,"英:/ˈrekɔːd , rɪˈkɔːd/ 美:/ˈrekərd , rɪˈkɔːrd/",vt. 记录，记载；将...录音；标明 vi. 记录；录音,
1340,red,英:/red/ 美:/red/,n. 红色，红颜料；赤字 adj. 红色的；红肿的，充血的,
1341,reduce,英:/rɪˈdjuːs/ 美:/rɪˈduːs/,vt. 减少；降低；把…分解；使处于 vi. 减少；缩小；归纳为,
1342,reduction,英:/rɪˈdʌkʃn/ 美:/rɪˈdʌkʃn/,n. 减少；降低；减价；(化学)还原反应；(数学)约分,
1343,refer,英:/rɪˈfɜː(r)/ 美:/rɪˈfɜːr/,vi. 涉及；查阅；提到；参考 vt. 归诸于；使…求助于；委托；涉及,
1344,refusal,英:/rɪˈfjuːzl/ 美:/rɪˈfjuːzl/,n. 拒绝；优先取舍权；推却；取舍权,
1345,refuse,英:/rɪ'fjuːz/ 美:/ri'fjʊz/,vt. & vi. 拒绝; 回绝 n. 废物; 垃圾,
1346,regard,英:/rɪˈɡɑːd/ 美:/rɪˈɡɑːrd/,v. 尊敬；视为；注视；留意；和 ... 有关 n. 关心；尊敬；注意；致意；考虑,
1347,regular,英:/ˈreɡjələ(r)/ 美:/ˈreɡjələr/,adj. 整齐的；定期的；有规律的；合格的 n. 正式队员；常客；中坚分子,
1348,relation,英:/rɪˈleɪʃn/ 美:/rɪˈleɪʃn/,n. 关系；亲属关系；叙述；故事,
1349,relationship,英:/rɪ'leɪʃ(ə)nʃɪp/ 美:/rɪ'leʃən'ʃɪp/,"n. 关系, 联系",
1350,relative,英:/ˈrelətɪv/ 美:/ˈrelətɪv/,adj. 相对的；有关系的；成比例的 n. 亲戚；关系词；相关物；亲缘植物,
1351,relax,英:/rɪ'læks/ 美:/rɪ'læks/,vi. 放松，休息；松懈，松弛；变从容；休养 vt. 缓和；使松懈；使休息；放松；使松弛,
1352,religion,英:/rɪˈlɪdʒən/ 美:/rɪˈlɪdʒən/,n. 宗教信仰；宗教,
1353,religious,英:/rɪˈlɪdʒəs/ 美:/rɪˈlɪdʒəs/,adj. 宗教的；虔诚的；严谨的；信奉宗教的,
1354,remain,英:/rɪ'meɪn/ 美:/rɪˈmeɪn/,v. 仍然是；保持不变；剩余；遗留；继续存在；仍需去做（或说、处理）；逗留；不离去 n. 残余（物），剩余（物）；遗迹；残骸；遗体（remains）,
1355,remark,英:/rɪˈmɑːk/ 美:/rɪˈmɑːrk/,n. 评论；备注；注意 v. 评论；注意到,
1356,remember,英:/rɪ'membə/ 美:/rɪ'mɛmbɚ/,vt. 记得；牢记；纪念；代…问好 vi. 记得，记起,
1357,remove,英:/rɪˈmuːv/ 美:/rɪˈmuːv/,vt. 移开；拿开；去掉；除去；调动 n.【正式】距离；差距；间距,
1358,rent,英:/rent/ 美:/rent/,n. 租金 vt. 租借；出租；租用,
1359,repair,英:/rɪˈpeə(r)/ 美:/rɪˈper/,vi. 修复；修理 vt. 恢复；修理；补救，纠正,
1360,repeat,英:/rɪ'piːt/ 美:/rɪ'pit/,vt. 重复；复制；背诵 n. 重复；副本,
1361,reply,英:/rɪ'plaɪ/ 美:/rɪ'plai/,vi. 回答；回击；答辩 n. 回答；答辩,
1362,report,英:/rɪ'pɔːt/ 美:/rɪ'pɔrt/,n. 报告；报道；成绩单 vt. 报告；报导；使报到,
1363,reporter,英:/rɪˈpɔːtə(r)/ 美:/rɪˈpɔːrtər/,n. 记者,
1364,represent,英:/ˌreprɪˈzent/ 美:/ˌreprɪˈzent/,vt. 表现；表示；描绘；代表；象征；说明；阐明 vi. 提出异议,
1365,representative,英:/ˌreprɪˈzentətɪv/ 美:/ˌreprɪˈzentətɪv/,n. 代表；众议员；典型 adj. 代表的；典型的；代表制的,
1366,request,英:/rɪˈkwest/ 美:/rɪˈkwest/,n. 请求；需要 vt. 要求，请求,
1367,respect,英:/rɪˈspekt/ 美:/rɪˈspekt/,n. 尊敬，尊重；方面；敬意 vt. 尊敬，尊重；遵守,
1368,responsible,英:/rɪˈspɒnsəbl/ 美:/rɪˈspɑːnsəbl/,adj. 有责任的；负责的；责任重大的；可靠的,
1369,rest,英:/rest/ 美:/rɛst/,n. 休息，睡眠；静止；支持物；剩余部分，余下的人或物 vt. & vi.（使）休息；（使）倚靠，支撑；停止，不再谈论,
1370,restaurant,英:/ˈrest(ə)rɒnt/ 美:/'rɛstrɑnt/,"n. 饭店, 餐馆",
1371,restrict,英:/rɪˈstrɪkt/ 美:/rɪˈstrɪkt/,vt. 限制；限定；约束,
1372,result,英:/rɪ'zʌlt/ 美:/rɪ'zʌlt/,n. 结果；成绩；答案；比赛结果 vi. 产生；结果；导致,
1373,return,英:/rɪˈtɜːn/ 美:/rɪˈtɜːrn/,vt. 返回；报答 n. 返回；归还；回球,
1374,reward,英:/rɪˈwɔːd/ 美:/rɪˈwɔːrd/,n. 报酬；酬谢；报答 vt. 奖赏；奖励,
1375,rice,英:/rais/ 美:/raɪs/,n. 稻；米饭 vt. 把…捣成米糊状,
1376,rich,英:/rɪtʃ/ 美:/rɪtʃ/,adj. 富有的；肥沃的；昂贵的,
1377,rid,英:/rɪd/ 美:/rɪd/,vt. 使去掉；使摆脱,
1378,ride,英:/raɪd/ 美:/raɪd/,vi. 骑马；乘车；漂浮；依靠 vt. 骑；乘；控制,
1379,right,英:/raɪt/ 美:/raɪt/,adj. 正确的；右方的；直接的 vi. 恢复平稳；复正,
1380,ring,英:/rɪŋ/ 美:/rɪŋ/,vi. 按铃；敲钟；回响；成环形 n. 铃声，钟声；环形物；拳击场；戒指,
1381,rise,英:/raɪz/ 美:/raɪz/,vi. 上升；起立；高耸；增强 vt. 使…飞起；使…浮上水面,
1382,risk,英:/rɪsk/ 美:/rɪsk/,n. 危险；风险；冒险 vt. 冒…的危险,
1383,river,英:/'rɪvə/ 美:/'rɪvɚ/,n. 河，江,
1384,rob,英:/rɒb/ 美:/rɑːb/,vt. 抢劫；使…丧失；非法剥夺 vi. 抢劫；掠夺,
1385,rock,英:/rɒk/ 美:/rɑːk/,n. 岩石；暗礁；摇滚乐 vt. 摇动；使摇晃,
1386,roll,英:/rəʊl/ 美:/roʊl/,vt. 滚动，转动；卷；辗 vi. 滚动；转动；起伏，摇晃；卷,
1387,romantic,英:/rəʊˈmæntɪk/ 美:/roʊˈmæntɪk/,adj. 浪漫的；空想的；多情的 n. 浪漫的人,
1388,roof,英:/ruːf/ 美:/ruːf/,n. 屋顶；最高处，顶部；最高限度 vt. 给…盖屋顶，覆盖,
1389,room,英:/ruːm/ 美:/rum/,n. 房间；空间；机会；余地 vt. 为…提供住处,
1390,root,英:/ruːt/ 美:/ruːt/,n. 根；根源；祖先；词根 vi. 生根；根除,
1391,rope,英:/rəʊp/ 美:/roʊp/,n. 绳，绳索 vt. 捆，绑,
1392,rose,英:/rəuz/ 美:/roz/,n. 玫瑰，蔷薇；玫瑰红 adj. 玫瑰的；玫瑰色的，粉红色的 v. （rise 的过去式）上升；达到较高水平；起立；起床；升起,
1393,rough,英:/rʌf/ 美:/rʌf/,adj. 粗糙的；粗野的；未经加工的；粗略的；艰苦的 vt. 使粗糙；粗暴对待；草拟,
1394,round,英:/raʊnd/ 美:/raʊnd/,n. 圆形物；一回合；圆；循环 adj. 圆的；完全的；大概的；肥胖的,
1395,row,英:/rəʊ/ 美:/ro/,n. 行，排；吵闹；划船；街道 vt. 划船；使……成排,
1396,royal,英:/ˈrɔɪəl/ 美:/ˈrɔɪəl/,adj. 皇家的；盛大的；高贵的；女王的；第一流的 n. 王室成员；王室,
1397,rub,英:/rʌb/ 美:/rʌb/,vt. 擦；摩擦；惹怒 vi. 摩擦；擦；擦破,
1398,rubber,英:/ˈrʌbə(r)/ 美:/ˈrʌbər/,n. 橡胶；橡皮；合成橡胶；按摩师 adj. 橡胶制成的,
1399,rude,英:/ruːd/ 美:/ruːd/,adj. 粗鲁的；无礼的；狂暴的；未开化的,
1400,ruin,英:/ˈruːɪn/ 美:/ˈruːɪn/,n. 毁坏；灭亡；废墟 vt. 毁灭；使破产,
1401,rule,英:/ruːl/ 美:/ruːl/,vi. 统治；裁定；管辖 n. 规则；统治,
1402,ruler,英:/'ruːlə/ 美:/'rulɚ/,n. 尺；划线板，划线的人；统治者,
1403,run,英:/rʌn/ 美:/rʌn/,v. 跑；行驶；运转；运营；持续；蔓延；传播；竞选；遭遇；熔化；褪色；流 n. 路程；奔跑；趋向 adj. 熔化的；浇铸的；洄游的,
1404,rush,英:/rʌʃ/ 美:/rʌʃ/,n. 匆促；急流；冲进；灯心草 adj. 急需的,
1405,sad,英:/sæd/ 美:/sæd/,adj. 悲哀的，令人悲痛的；难过的；凄惨的，阴郁的（形容颜色）,
1406,safe,英:/seɪf/ 美:/seɪf/,adj. 安全的；可靠的；平安的 n. 保险箱；冷藏室；纱橱,
1407,safety,英:/ˈseɪfti/ 美:/ˈseɪfti/,n. 安全；保险；安全设备；保险装置；安打,
